Date,Time,Project,Activity_Description,Count,Manpower,Total_Downloads
17/04/2026,05:46 PM,MVVVNL,O & M,629,749,645
17/04/2026,05:51 PM,PVVNL,CMI through MI,1325,1148,1730
17/04/2026,05:51 PM,PVVNL,CMI through CI,1072,1148,1730
17/04/2026,05:51 PM,PVVNL,CI,256,1148,1730
17/04/2026,05:51 PM,PVVNL,CMI ,1936,1148,1730
17/04/2026,05:51 PM,PVVNL,New service Connection,675,1148,1730
17/04/2026,05:51 PM,PVVNL,O & M,123,1148,1730
17/04/2026,05:51 PM,PVVNL,DT Survey,122,1148,1730
17/04/2026,05:51 PM,PVVNL,SIM Addition,1,1148,1730
17/04/2026,05:51 PM,PVVNL,DT O&M,10,1148,1730
17/04/2026,05:51 PM,PVVNL,DT Meter Installation,130,1148,1730
17/04/2026,05:52 PM,MVVVNL,CMI through MI,731,754,643
17/04/2026,05:52 PM,MVVVNL,CMI through CI,837,754,643
17/04/2026,05:52 PM,MVVVNL,CI,34,754,643
17/04/2026,05:52 PM,MVVVNL,CMI,1090,754,643
17/04/2026,05:52 PM,MVVVNL,DT Meter Installation,41,754,643
17/04/2026,05:52 PM,MVVVNL,DT O&M,15,754,643
17/04/2026,05:52 PM,MVVVNL,DT Survey,43,754,643
17/04/2026,05:52 PM,MVVVNL,New service Connection,475,754,643
17/04/2026,05:52 PM,MVVVNL,O & M,639,754,643
17/04/2026,05:54 PM,MGVCL,New service Connection,430,459,562
17/04/2026,05:54 PM,MGVCL,Meter Installation,2036,459,562
17/04/2026,05:54 PM,MGVCL,Ticket Creation,44,459,562
17/04/2026,05:54 PM,MGVCL,O & M,289,459,562
17/04/2026,05:54 PM,MGVCL,DT Survey,46,459,562
17/04/2026,05:54 PM,MGVCL,DT O&M,1,459,562
17/04/2026,05:54 PM,MGVCL,DT Meter Installation,39,459,562
17/04/2026,05:55 PM,DGVCL,DT Meter Installation,121,460,576
17/04/2026,05:55 PM,DGVCL,DT Survey,151,460,576
17/04/2026,05:55 PM,DGVCL,Merged CI MI,1457,460,576
17/04/2026,05:55 PM,DGVCL,Meter Installation MI,373,460,576
17/04/2026,05:55 PM,DGVCL,New service Connection,480,460,576
17/04/2026,05:55 PM,DGVCL,O & M,578,460,576
17/04/2026,05:56 PM,APDCL7,New service Connection,35,329,581
17/04/2026,05:56 PM,APDCL7,Meter Installation[MI],667,329,581
17/04/2026,05:56 PM,APDCL7,O & M,339,329,581
17/04/2026,05:56 PM,APDCL7,DT OM,3,329,581
17/04/2026,05:56 PM,Polaris,Consumer 1 PH   3 PH OM,93,922,1117
17/04/2026,05:56 PM,Polaris,Consumer Indexing CI,2407,922,1117
17/04/2026,05:56 PM,Polaris,DTR Meter Installation,102,922,1117
17/04/2026,05:56 PM,Polaris,DTR Survey,54,922,1117
17/04/2026,05:56 PM,Polaris,Feeder Meter Installation,2,922,1117
17/04/2026,05:56 PM,Polaris,HSE Declaration Form,661,922,1117
17/04/2026,05:56 PM,Polaris,Meter Installation MI,1523,922,1117
17/04/2026,05:56 PM,Polaris,New service Connection,546,922,1117
17/04/2026,05:56 PM,Polaris,Re-Allocation,1,922,1117
17/04/2026,05:56 PM,Polaris,Screening,1,922,1117
17/04/2026,05:57 PM,GVPR,Consumer Meter Installation,2,40,52
17/04/2026,05:57 PM,GVPR,DT Meter Installation,105,40,52
17/04/2026,05:57 PM,GVPR,DT Survey,92,40,52
17/04/2026,05:57 PM,GVPR,Operations and Maintenance,3,40,52
17/04/2026,05:57 PM,GVPR,Operations and Maintenance -DT,8,40,52
17/04/2026,06:13 PM,PVVNL,CMI through MI,1360,1170,1746
17/04/2026,06:13 PM,PVVNL,CMI through CI,1103,1170,1746
17/04/2026,06:13 PM,PVVNL,CI,263,1170,1746
17/04/2026,06:13 PM,PVVNL,CMI ,1987,1170,1746
17/04/2026,06:13 PM,PVVNL,New service Connection,700,1170,1746
17/04/2026,06:13 PM,PVVNL,O & M,126,1170,1746
17/04/2026,06:13 PM,PVVNL,DT Survey,122,1170,1746
17/04/2026,06:13 PM,PVVNL,SIM Addition,1,1170,1746
17/04/2026,06:13 PM,PVVNL,DT O&M,10,1170,1746
17/04/2026,06:13 PM,PVVNL,DT Meter Installation,135,1170,1746
17/04/2026,06:14 PM,PVVNL,CMI through MI,1360,1170,1748
17/04/2026,06:14 PM,PVVNL,CMI through CI,1103,1170,1748
17/04/2026,06:14 PM,PVVNL,CI,263,1170,1748
17/04/2026,06:14 PM,PVVNL,CMI ,1987,1170,1748
17/04/2026,06:14 PM,PVVNL,New service Connection,700,1170,1748
17/04/2026,06:14 PM,PVVNL,O & M,126,1170,1748
17/04/2026,06:14 PM,PVVNL,DT Survey,122,1170,1748
17/04/2026,06:14 PM,PVVNL,SIM Addition,1,1170,1748
17/04/2026,06:14 PM,PVVNL,DT O&M,10,1170,1748
17/04/2026,06:14 PM,PVVNL,DT Meter Installation,136,1170,1748
17/04/2026,06:14 PM,MVVVNL,CMI through MI,763,761,641
17/04/2026,06:14 PM,MVVVNL,CMI through CI,872,761,641
17/04/2026,06:14 PM,MVVVNL,CI,34,761,641
17/04/2026,06:14 PM,MVVVNL,CMI,1136,761,641
17/04/2026,06:14 PM,MVVVNL,DT Meter Installation,44,761,641
17/04/2026,06:14 PM,MVVVNL,DT O&M,15,761,641
17/04/2026,06:14 PM,MVVVNL,DT Survey,43,761,641
17/04/2026,06:14 PM,MVVVNL,New service Connection,488,761,641
17/04/2026,06:14 PM,MVVVNL,O & M,665,761,641
17/04/2026,06:29 PM,PVVNL,CMI through MI,1380,1177,1757
17/04/2026,06:29 PM,PVVNL,CMI through CI,1119,1177,1757
17/04/2026,06:29 PM,PVVNL,CI,263,1177,1757
17/04/2026,06:29 PM,PVVNL,CMI ,2016,1177,1757
17/04/2026,06:29 PM,PVVNL,New service Connection,717,1177,1757
17/04/2026,06:29 PM,PVVNL,O & M,131,1177,1757
17/04/2026,06:29 PM,PVVNL,DT Survey,122,1177,1757
17/04/2026,06:29 PM,PVVNL,SIM Addition,1,1177,1757
17/04/2026,06:29 PM,PVVNL,DT O&M,11,1177,1757
17/04/2026,06:29 PM,PVVNL,DT Meter Installation,138,1177,1757
18/04/2026,04:35 PM,PVVNL,CMI through MI,1021,994,1529
18/04/2026,04:35 PM,PVVNL,CMI through CI,799,994,1529
18/04/2026,04:35 PM,PVVNL,CI,359,994,1529
18/04/2026,04:35 PM,PVVNL,CMI ,1422,994,1529
18/04/2026,04:35 PM,PVVNL,New service Connection,686,994,1529
18/04/2026,04:35 PM,PVVNL,O & M,74,994,1529
18/04/2026,04:35 PM,PVVNL,DT Survey,82,994,1529
18/04/2026,04:35 PM,PVVNL,DT O&M,6,994,1529
18/04/2026,04:35 PM,PVVNL,Feeder Meter Installation,1,994,1529
18/04/2026,04:35 PM,PVVNL,DT Meter Installation,119,994,1529
18/04/2026,05:12 PM,MVVVNL,CMI through MI,556,706,161
18/04/2026,05:12 PM,MVVVNL,CMI through CI,706,706,161
18/04/2026,05:12 PM,MVVVNL,CI,21,706,161
18/04/2026,05:12 PM,MVVVNL,CMI,862,706,161
18/04/2026,05:12 PM,MVVVNL,DT Meter Installation,61,706,161
18/04/2026,05:12 PM,MVVVNL,DT O&M,19,706,161
18/04/2026,05:12 PM,MVVVNL,DT Survey,39,706,161
18/04/2026,05:12 PM,MVVVNL,New service Connection,431,706,161
18/04/2026,05:12 PM,MVVVNL,O & M,650,706,161
18/04/2026,05:14 PM,MGVCL,New service Connection,353,418,529
18/04/2026,05:14 PM,MGVCL,Meter Installation,1713,418,529
18/04/2026,05:14 PM,MGVCL,Ticket Creation,24,418,529
18/04/2026,05:14 PM,MGVCL,O & M,271,418,529
18/04/2026,05:14 PM,MGVCL,DT Survey,40,418,529
18/04/2026,05:14 PM,MGVCL,Consumer Indexing,1,418,529
18/04/2026,05:14 PM,MGVCL,DT O&M,6,418,529
18/04/2026,05:14 PM,MGVCL,DT Meter Installation,38,418,529
18/04/2026,05:15 PM,DGVCL,DT Meter Installation,81,406,532
18/04/2026,05:15 PM,DGVCL,DT Survey,85,406,532
18/04/2026,05:15 PM,DGVCL,Merged CI MI,1306,406,532
18/04/2026,05:15 PM,DGVCL,Meter Installation MI,336,406,532
18/04/2026,05:15 PM,DGVCL,New service Connection,493,406,532
18/04/2026,05:15 PM,DGVCL,O & M,559,406,532
18/04/2026,05:15 PM,DGVCL,Ticket Creation,1,406,532
18/04/2026,05:18 PM,APDCL7,New service Connection,25,317,578
18/04/2026,05:18 PM,APDCL7,Meter Installation[MI],608,317,578
18/04/2026,05:18 PM,APDCL7,O & M,253,317,578
18/04/2026,05:18 PM,APDCL7,DT OM,6,317,578
18/04/2026,05:18 PM,Polaris,Consumer 1 PH   3 PH OM,56,890,1108
18/04/2026,05:18 PM,Polaris,Consumer Indexing CI,1900,890,1108
18/04/2026,05:18 PM,Polaris,DCU Installation,2,890,1108
18/04/2026,05:18 PM,Polaris,DTR Meter Installation,118,890,1108
18/04/2026,05:18 PM,Polaris,DTR Survey,38,890,1108
18/04/2026,05:18 PM,Polaris,Feeder Meter Installation,8,890,1108
18/04/2026,05:18 PM,Polaris,Feeder Survey,2,890,1108
18/04/2026,05:18 PM,Polaris,HSE Declaration Form,635,890,1108
18/04/2026,05:18 PM,Polaris,Meter Installation MI,1223,890,1108
18/04/2026,05:18 PM,Polaris,New service Connection,570,890,1108
18/04/2026,05:18 PM,Polaris,Re-Allocation,8,890,1108
18/04/2026,05:18 PM,Polaris,Screening,9,890,1108
18/04/2026,05:19 PM,GVPR,DT Meter Installation,107,37,49
18/04/2026,05:19 PM,GVPR,DT Survey,81,37,49
18/04/2026,05:19 PM,GVPR,NSC MI,2,37,49
18/04/2026,05:19 PM,GVPR,O and M GF (DT),3,37,49
18/04/2026,05:19 PM,GVPR,Operations and Maintenance,4,37,49
18/04/2026,05:19 PM,GVPR,Solar Meter Installation,1,37,49
18/04/2026,05:20 PM,PVVNL,CMI through MI,1139,1043,1553
18/04/2026,05:20 PM,PVVNL,CMI through CI,856,1043,1553
18/04/2026,05:20 PM,PVVNL,CI,379,1043,1553
18/04/2026,05:20 PM,PVVNL,CMI ,1539,1043,1553
18/04/2026,05:20 PM,PVVNL,New service Connection,745,1043,1553
18/04/2026,05:20 PM,PVVNL,O & M,83,1043,1553
18/04/2026,05:20 PM,PVVNL,DT Survey,84,1043,1553
18/04/2026,05:20 PM,PVVNL,DT O&M,6,1043,1553
18/04/2026,05:20 PM,PVVNL,Feeder Meter Installation,1,1043,1553
18/04/2026,05:20 PM,PVVNL,DT Meter Installation,140,1043,1553
18/04/2026,08:21 PM,PVVNL,CMI through MI,1296,1147,1614
18/04/2026,08:21 PM,PVVNL,CMI through CI,1004,1147,1614
18/04/2026,08:21 PM,PVVNL,CI,403,1147,1614
18/04/2026,08:21 PM,PVVNL,CMI ,1776,1147,1614
18/04/2026,08:21 PM,PVVNL,New service Connection,921,1147,1614
18/04/2026,08:21 PM,PVVNL,O & M,130,1147,1614
18/04/2026,08:21 PM,PVVNL,DT Survey,86,1147,1614
18/04/2026,08:21 PM,PVVNL,DT O&M,9,1147,1614
18/04/2026,08:21 PM,PVVNL,Feeder Meter Installation,1,1147,1614
18/04/2026,08:21 PM,PVVNL,DT Meter Installation,173,1147,1614
18/04/2026,08:21 PM,MVVVNL,CMI through MI,788,792,169
18/04/2026,08:21 PM,MVVVNL,CMI through CI,907,792,169
18/04/2026,08:21 PM,MVVVNL,CI,27,792,169
18/04/2026,08:21 PM,MVVVNL,CMI,1136,792,169
18/04/2026,08:21 PM,MVVVNL,DT Meter Installation,98,792,169
18/04/2026,08:21 PM,MVVVNL,DT O&M,29,792,169
18/04/2026,08:21 PM,MVVVNL,DT Survey,41,792,169
18/04/2026,08:21 PM,MVVVNL,New service Connection,580,792,169
18/04/2026,08:21 PM,MVVVNL,O & M,817,792,169
18/04/2026,08:29 PM,MGVCL,New service Connection,528,488,588
18/04/2026,08:29 PM,MGVCL,Meter Installation,2403,488,588
18/04/2026,08:29 PM,MGVCL,Ticket Creation,25,488,588
18/04/2026,08:29 PM,MGVCL,O & M,386,488,588
18/04/2026,08:29 PM,MGVCL,DT Survey,69,488,588
18/04/2026,08:29 PM,MGVCL,Consumer Indexing,1,488,588
18/04/2026,08:29 PM,MGVCL,DT O&M,12,488,588
18/04/2026,08:29 PM,MGVCL,DT Meter Installation,73,488,588
18/04/2026,08:34 PM,DGVCL,DT Meter Installation,141,456,553
18/04/2026,08:34 PM,DGVCL,DT Survey,103,456,553
18/04/2026,08:34 PM,DGVCL,Merged CI MI,1679,456,553
18/04/2026,08:34 PM,DGVCL,Meter Installation MI,460,456,553
18/04/2026,08:34 PM,DGVCL,New service Connection,613,456,553
18/04/2026,08:34 PM,DGVCL,O & M,659,456,553
18/04/2026,08:34 PM,DGVCL,Ticket Creation,1,456,553
18/04/2026,08:36 PM,APDCL7,New service Connection,43,427,619
18/04/2026,08:36 PM,APDCL7,Meter Installation[MI],886,427,619
18/04/2026,08:36 PM,APDCL7,O & M,488,427,619
18/04/2026,08:36 PM,APDCL7,DT OM,15,427,619
18/04/2026,08:36 PM,Polaris,Consumer 1 PH   3 PH OM,71,924,1140
18/04/2026,08:36 PM,Polaris,Consumer Indexing CI,2129,924,1140
18/04/2026,08:36 PM,Polaris,DCU Installation,2,924,1140
18/04/2026,08:36 PM,Polaris,DTR Meter Installation,151,924,1140
18/04/2026,08:36 PM,Polaris,DTR Survey,46,924,1140
18/04/2026,08:36 PM,Polaris,Feeder Meter Installation,13,924,1140
18/04/2026,08:36 PM,Polaris,Feeder Survey,2,924,1140
18/04/2026,08:36 PM,Polaris,HSE Declaration Form,649,924,1140
18/04/2026,08:36 PM,Polaris,Meter Installation MI,1587,924,1140
18/04/2026,08:36 PM,Polaris,New service Connection,741,924,1140
18/04/2026,08:36 PM,Polaris,Re-Allocation,8,924,1140
18/04/2026,08:36 PM,Polaris,Screening,9,924,1140
18/04/2026,08:37 PM,GVPR,DT Meter Installation,151,39,51
18/04/2026,08:37 PM,GVPR,DT Survey,90,39,51
18/04/2026,08:37 PM,GVPR,NSC MI,2,39,51
18/04/2026,08:37 PM,GVPR,O and M GF (DT),3,39,51
18/04/2026,08:37 PM,GVPR,Operations and Maintenance,5,39,51
18/04/2026,08:37 PM,GVPR,Solar Meter Installation,1,39,51
22/04/2026,05:28 PM,PVVNL,CMI through MI,623,861,1442
22/04/2026,05:28 PM,PVVNL,CMI through CI,426,861,1442
22/04/2026,05:28 PM,PVVNL,CI,154,861,1442
22/04/2026,05:28 PM,PVVNL,CMI ,833,861,1442
22/04/2026,05:28 PM,PVVNL,New service Connection,828,861,1442
